10111001                        		211		8
00010001                        		211		8
11111000                        		209		8
10110000                        		206		8
11001011                        		205		8
01101100                        		205		8
01010010                        		203		8
01101001                        		202		8
10100100                        		201		8
11110001                        		20		8
10000110                        		20		8
10000001                        		20		8
11100111                        		199		8
10000101                        		199		8
11110101                        		198		8
11110000                        		198		8
10111011                        		196		8
01000001                        		196		8
01101101                        		195		8
00010101                        		195		8
00111011                        		194		8
00011100                        		194		8
01100000                        		190		8
10101011                        		19		8
10011011                        		19		8
01011101                        		19		8
01111011                        		188		8
00111000                        		187		8
10001011                        		186		8
01100111                        		186		8
01100001                        		186		8
00010100                        		186		8
11100010                        		185		8
01111010                        		185		8
01011011                        		184		8
00111100                        		184		8
10101001                        		183		8
10000010                        		183		8
01101110                        		181		8
10011111                        		18		8
10111111                        		179		8
01010111                        		179		8
11111100                        		178		8
01101000                        		178		8
01000100                        		177		8
11101100                        		176		8
01110100                        		175		8
00110111                        		171		8
01100101                        		170		8
01100100                        		170		8
01000010                        		17		8
11010000                        		169		8
11001000                        		169		8
00101110                        		167		8
00011110                        		167		8
00000001                        		166		8
01100110                        		165		8
11010101                        		164		8
11101011                        		162		8
11000001                        		162		8
00100011                        		161		8
10010111                        		159		8
01000011                        		159		8
10100110                        		157		8
11101101                        		154		8
01101011                        		150		8
10101000                        		15		8
01111001                        		15		8
01011010                        		15		8
10010011                        		149		8
11000100                        		148		8
11111101                        		147		8
11001101                        		146		8
10110011                        		146		8
11011111                        		144		8
10000100                        		144		8
00101100                        		144		8
10101110                        		143		8
11110111                        		141		8
11011011                        		141		8
01111000                        		141		8
01001001                        		140		8
10100000                        		14		8
10001010                        		139		8
01010100                        		139		8
10010110                        		136		8
11000010                        		131		8
00000010                        		130		8
10111101                        		128		8
10110100                        		126		8
10011001                        		125		8
01110111                        		125		8
00001100                        		125		8
01110101                        		124		8
01011001                        		124		8
00011001                        		124		8
00111001                        		123		8
10101010                        		122		8
01000111                        		122		8
00101001                        		122		8
00101000                        		122		8
10100111                        		121		8
10000111                        		121		8
10011010                        		120		8
00110011                        		120		8
10110110                        		117		8
10010010                        		116		8
11011001                        		115		8
00101011                        		115		8
11010011                        		11		8
00101111                        		109		8
10100101                        		107		8
00100110                        		105		8
00001010                        		104		8
10001101                        		103		8
01110110                        		101		8
00110010                        		101		8
11010110                        		100		8
01000101                        		100		8
10111100                        		1		8
00011111                        		1		8
10110111                        		0		8
10010000                        		0		8
100110111                       		99		9
010000101                       		99		9
101001100                       		98		9
011001011                       		98		9
100000101                       		97		9
111110111                       		96		9
110101101                       		95		9
101001011                       		95		9
001101101                       		95		9
001000011                       		95		9
100010000                       		94		9
011110111                       		94		9
011110001                       		94		9
000111100                       		94		9
000101010                       		94		9
111101001                       		93		9
110101110                       		93		9
101010000                       		93		9
001000110                       		93		9
000100101                       		93		9
110000101                       		92		9
001110101                       		92		9
110011011                       		91		9
011001000                       		91		9
111000001                       		90		9
101100111                       		88		9
111111110                       		87		9
110010110                       		87		9
000101000                       		87		9
111010101                       		86		9
010011101                       		86		9
110111011                       		85		9
100100001                       		85		9
000100010                       		85		9
111101000                       		83		9
000010110                       		83		9
110110000                       		82		9
110101010                       		82		9
100110110                       		81		9
000110111                       		80		9
100101101                       		8		9
010111101                       		8		9
000010111                       		8		9
110100101                       		79		9
100111110                       		79		9
100001110                       		78		9
011100010                       		78		9
010001110                       		78		9
100101111                       		77		9
001110100                       		77		9
001000111                       		77		9
111111111                       		75		9
110101111                       		75		9
000101110                       		74		9
101001111                       		73		9
011110011                       		73		9
111101010                       		72		9
110001111                       		72		9
101111001                       		72		9
001101011                       		72		9
110100011                       		71		9
110100010                       		71		9
111010111                       		70		9
001001100                       		70		9
111011100                       		7		9
110000000                       		7		9
101101011                       		7		9
110111010                       		69		9
110000111                       		69		9
010100010                       		69		9
111010010                       		68		9
110100100                       		68		9
101101110                       		66		9
110001110                       		64		9
011110101                       		64		9
101100100                       		63		9
011111111                       		63		9
001111000                       		63		9
010111111                       		62		9
010101100                       		62		9
000001010                       		61		9
111001011                       		6		9
101011100                       		58		9
100100000                       		58		9
100000100                       		58		9
001001111                       		58		9
101110110                       		57		9
001001001                       		57		9
111011101                       		56		9
100111000                       		56		9
111111101                       		55		9
111010011                       		55		9
101011010                       		55		9
101010010                       		54		9
101000101                       		54		9
010110001                       		54		9
010010000                       		54		9
101111011                       		53		9
101100101                       		53		9
010001011                       		52		9
100101100                       		51		9
100100100                       		51		9
001000001                       		51		9
110100001                       		50		9
101001101                       		50		9
001111101                       		50		9
000010101                       		50		9
100010010                       		49		9
001111110                       		49		9
001111100                       		49		9
100111111                       		47		9
010011011                       		47		9
101110100                       		46		9
011111001                       		45		9
010000010                       		45		9
011010000                       		44		9
111100010                       		42		9
110101001                       		42		9
011100001                       		42		9
110010010                       		41		9
110010001                       		41		9
101111000                       		40		9
011011101                       		40		9
011110000                       		4		9
010100001                       		4		9
000111111                       		4		9
100010011                       		39		9
010111011                       		39		9
110010100                       		38		9
010011000                       		38		9
001010101                       		38		9
001010001                       		38		9
000000101                       		38		9
010111100                       		37		9
001100011                       		35		9
111000000                       		33		9
011001110                       		33		9
111011110                       		32		9
101100010                       		32		9
101100001                       		32		9
011001111                       		31		9
011001001                       		31		9
010110110                       		30		9
001111111                       		30		9
001000010                       		30		9
100000001                       		3		9
011000111                       		3		9
001100001                       		3		9
100001011                       		28		9
100000111                       		28		9
110100110                       		27		9
110011101                       		27		9
010100100                       		27		9
001010100                       		27		9
000000001                       		27		9
111001010                       		26		9
110110110                       		26		9
001001101                       		26		9
101010011                       		255		9
001011100                       		255		9
111111100                       		254		9
111101100                       		254		9
001011111                       		254		9
011000110                       		253		9
001011010                       		253		9
011000000                       		251		9
110001101                       		250		9
101101111                       		250		9
011011111                       		25		9
011001010                       		249		9
011000101                       		249		9
001100000                       		248		9
000111011                       		248		9
100011110                       		247		9
011000011                       		247		9
001001110                       		247		9
000011011                       		247		9
101011111                       		246		9
101011110                       		246		9
001101110                       		246		9
110011001                       		245		9
010010110                       		245		9
110010011                       		244		9
101011011                       		244		9
000101001                       		244		9
010111000                       		243		9
011011000                       		242		9
010101001                       		242		9
001011011                       		242		9
111100110                       		241		9
101010110                       		241		9
110011110                       		240		9
100001010                       		240		9
110000110                       		24		9
011011110                       		24		9
000001100                       		24		9
101100000                       		239		9
011100101                       		239		9
110010000                       		238		9
101111110                       		238		9
001010000                       		238		9
100110010                       		235		9
001110000                       		235		9
010110010                       		234		9
010000000                       		234		9
000100111                       		234		9
001111010                       		233		9
001011001                       		233		9
110010101                       		232		9
100111101                       		232		9
101111100                       		231		9
011011011                       		231		9
011010001                       		231		9
011010010                       		230		9
000111101                       		23		9
000011000                       		23		9
101000000                       		229		9
010011001                       		229		9
111110011                       		228		9
111101110                       		228		9
101111101                       		228		9
101111010                       		228		9
001101000                       		227		9
101110000                       		226		9
011010011                       		226		9
010010111                       		226		9
000111110                       		226		9
001101001                       		225		9
000011001                       		225		9
000110100                       		223		9
000100001                       		223		9
000010011                       		223		9
111110100                       		220		9
111100000                       		220		9
110011010                       		220		9
101001001                       		220		9
100110101                       		220		9
001111001                       		220		9
100110001                       		22		9
011010100                       		219		9
010011111                       		219		9
010001101                       		219		9
101101000                       		217		9
100110100                       		217		9
100010111                       		217		9
010010010                       		217		9
001010110                       		217		9
001000000                       		217		9
111010110                       		216		9
000101100                       		216		9
110110011                       		215		9
010010001                       		215		9
000010000                       		215		9
100101010                       		214		9
011101110                       		214		9
011001100                       		214		9
001110011                       		214		9
000011110                       		214		9
111110000                       		213		9
110111111                       		213		9
011011001                       		213		9
010110111                       		213		9
100011000                       		210		9
000100011                       		210		9
111010100                       		209		9
100100111                       		209		9
011110100                       		209		9
110110111                       		207		9
110010111                       		206		9
000100110                       		206		9
100111001                       		205		9
111100100                       		204		9
110001011                       		204		9
011101010                       		204		9
101001110                       		203		9
000000111                       		203		9
010101101                       		202		9
101010101                       		200		9
101000110                       		200		9
100001101                       		200		9
110100111                       		20		9
111001001                       		2		9
011111010                       		2		9
100111011                       		199		9
010100011                       		198		9
010000001                       		198		9
111101101                       		197		9
111100001                       		197		9
001011110                       		197		9
001001011                       		197		9
111001111                       		196		9
010011100                       		196		9
111110001                       		194		9
010100101                       		194		9
010011010                       		194		9
111010000                       		192		9
101110001                       		192		9
000010010                       		191		9
011101000                       		190		9
000001111                       		190		9
010111001                       		19		9
001100111                       		19		9
100001001                       		189		9
010110100                       		189		9
111110110                       		188		9
110011111                       		188		9
001100110                       		188		9
111011000                       		187		9
110111110                       		187		9
111000101                       		186		9
010001001                       		186		9
101111111                       		185		9
011101101                       		185		9
110110010                       		184		9
011011010                       		184		9
111010001                       		183		9
100110000                       		183		9
101001000                       		182		9
000111001                       		182		9
101110011                       		180		9
010110011                       		180		9
010010101                       		180		9
000010001                       		180		9
111011001                       		18		9
110111101                       		18		9
101100110                       		18		9
011111110                       		18		9
101000011                       		179		9
110011000                       		178		9
011001101                       		178		9
011100100                       		177		9
000011101                       		177		9
010101010                       		176		9
101011000                       		175		9
111000011                       		174		9
110000100                       		174		9
100000000                       		174		9
001110111                       		174		9
110001000                       		173		9
010001000                       		172		9
001010010                       		172		9
000111000                       		172		9
000011100                       		172		9
000000110                       		172		9
111011011                       		171		9
100010110                       		171		9
011010111                       		171		9
001101100                       		171		9
000110001                       		171		9
101101100                       		169		9
011100110                       		169		9
000110110                       		169		9
101110101                       		168		9
100100101                       		168		9
000001000                       		168		9
100011001                       		167		9
001100101                       		167		9
000000010                       		167		9
110110100                       		166		9
000001001                       		166		9
011111100                       		165		9
011110010                       		165		9
100011111                       		163		9
011101111                       		163		9
100011010                       		161		9
001011101                       		161		9
110001100                       		160		9
110001001                       		160		9
011011100                       		160		9
010101000                       		160		9
010101011                       		16		9
000101011                       		16		9
100011101                       		159		9
000000100                       		159		9
110111001                       		158		9
101000111                       		157		9
100100010                       		157		9
000110011                       		157		9
000010100                       		156		9
100011100                       		154		9
001000100                       		154		9
111001101                       		152		9
101110111                       		151		9
100010101                       		151		9
010111110                       		151		9
000110000                       		151		9
111111000                       		15		9
111000100                       		15		9
100001000                       		15		9
011111011                       		15		9
111000010                       		149		9
100111100                       		149		9
111100101                       		148		9
000111010                       		148		9
110000010                       		146		9
011110110                       		145		9
010000011                       		145		9
000001110                       		144		9
000100000                       		143		9
111100011                       		142		9
010100111                       		142		9
001001010                       		141		9
010011110                       		140		9
101011101                       		14		9
011000001                       		14		9
001110110                       		14		9
101010100                       		139		9
100000011                       		139		9
011101011                       		139		9
010100110                       		139		9
010000110                       		138		9
101101101                       		136		9
011000010                       		135		9
010101111                       		135		9
010101110                       		135		9
010000111                       		135		9
001000101                       		135		9
010000100                       		134		9
100100011                       		132		9
110110101                       		131		9
101101001                       		131		9
001111011                       		131		9
101010111                       		130		9
010001100                       		130		9
111110101                       		13		9
000001101                       		13		9
111011111                       		129		9
100101110                       		129		9
001110001                       		129		9
000001011                       		128		9
011101100                       		127		9
110111100                       		126		9
010001010                       		126		9
101000001                       		125		9
000100100                       		125		9
111111001                       		124		9
100001100                       		124		9
011100000                       		124		9
111001100                       		123		9
100101000                       		123		9
011111000                       		123		9
001001000                       		123		9
000011010                       		123		9
110100000                       		122		9
001101111                       		122		9
010010011                       		121		9
111101111                       		120		9
011000100                       		120		9
110000001                       		12		9
101110010                       		12		9
001011000                       		12		9
101101010                       		119		9
011111101                       		119		9
110111000                       		118		9
110001010                       		118		9
000011111                       		118		9
100000110                       		117		9
111001110                       		116		9
101100011                       		116		9
100010001                       		115		9
011101001                       		115		9
001010111                       		115		9
001100010                       		113		9
100010100                       		112		9
011100111                       		112		9
100101011                       		110		9
101011001                       		11		9
011010110                       		11		9
010111010                       		11		9
010110000                       		11		9
001110010                       		11		9
001010011                       		11		9
000101111                       		11		9
000000011                       		11		9
111100111                       		108		9
111110010                       		107		9
111101011                       		107		9
000110101                       		107		9
111111010                       		106		9
100110011                       		106		9
010110101                       		106		9
010010100                       		106		9
110101000                       		105		9
101001010                       		105		9
011010101                       		105		9
110101011                       		104		9
100000010                       		104		9
010100000                       		104		9
001100100                       		103		9
111001000                       		101		9
101000010                       		100		9
110011100                       		10		9
100001111                       		1		9
010001111                       		1		9
000110010                       		1		9
110101100                       		0		9
100011011                       		0		9
001101010                       		0		9
1111101101                      		99		10
1011001001                      		99		10
0011000011                      		99		10
0001011001                      		99		10
1111111001                      		97		10
1110100010                      		97		10
1101101111                      		97		10
1100101111                      		97		10
0111111110                      		97		10
0100100100                      		97		10
0010101011                      		97		10
0001110000                      		97		10
0001100111                      		97		10
0001010111                      		97		10
0000111010                      		97		10
1101010000                      		96		10
1010001101                      		96		10
0000010111                      		96		10
0101111110                      		95		10
0101011001                      		95		10
1111111100                      		94		10
1100110111                      		94		10
1001011010                      		94		10
0110000100                      		81		10
0100000001                      		81		10
1111100101                      		80		10
1111011001                      		8		10
1001110001                      		8		10
0110010110                      		8		10
0100011010                      		8		10
0100011001                      		79		10
0100010000                      		79		10
0011100101                      		79		10
0000111011                      		79		10
0000011111                      		79		10
1011001011                      		78		10
0101001001                      		78		10
0010100000                      		78		10
1110010111                      		77		10
1100011111                      		77		10
1000100001                      		77		10
0010000001                      		77		10
1111001110                      		76		10
1101001010                      		76		10
1001100110                      		76		10
0111110101                      		76		10
0011001001                      		76		10
1001111100                      		75		10
0100100111                      		75		10
1110000000                      		74		10
1101000001                      		74		10
1011010010                      		74		10
1010000111                      		73		10
0101111000                      		73		10
0010111011                      		73		10
0110111110                      		72		10
0000000011                      		71		10
1111010101                      		70		10
1011001111                      		70		10
0100011111                      		70		10
0000001001                      		70		10
1001000011                      		7		10
1000001110                      		69		10
0111101110                      		69		10
0101101100                      		69		10
0010110010                      		69		10
1111100100                      		68		10
1011100001                      		68		10
0110010111                      		68		10
0001101101                      		68		10
0001100101                      		68		10
1101101101                      		67		10
1100001111                      		67		10
0100100011                      		67		10
0001101001                      		67		10
1001011111                      		66		10
0011010001                      		66		10
0011000111                      		66		10
0000101001                      		66		10
1010001110                      		65		10
1001101001                      		65		10
1000100010                      		65		10
1000001000                      		65		10
0011011111                      		65		10
1010000011                      		64		10
0111011101                      		64		10
0011011001                      		64		10
1100101100                      		63		10
1000110010                      		63		10
1110011010                      		62		10
1010011011                      		62		10
1000000111                      		62		10
0100101011                      		62		10
0000010110                      		62		10
0000001100                      		62		10
1110000111                      		61		10
0111100010                      		61		10
0010010001                      		61		10
0000101110                      		61		10
0000100000                      		61		10
1101100100                      		60		10
1010111010                      		60		10
0111000010                      		60		10
0110101101                      		60		10
0101011100                      		60		10
0000111101                      		60		10
1000111110                      		6		10
0011110000                      		6		10
1111010100                      		59		10
0010110101                      		59		10
0010101010                      		59		10
1101110110                      		58		10
1011100101                      		58		10
0001000011                      		58		10
0000000001                      		58		10
1100100100                      		57		10
0011001101                      		57		10
0000111100                      		56		10
1100001101                      		55		10
1011100010                      		55		10
1111000100                      		54		10
1010000100                      		54		10
1101101010                      		53		10
1001100011                      		53		10
0110111000                      		53		10
0100011101                      		53		10
0000100001                      		53		10
0000010100                      		53		10
1011011101                      		52		10
1000100011                      		52		10
0010100110                      		52		10
0001100011                      		52		10
1111100111                      		51		10
1001001100                      		51		10
0110011110                      		51		10
0110000001                      		51		10
0010011001                      		51		10
0000001101                      		51		10
1110111000                      		50		10
1010001011                      		50		10
0110110111                      		50		10
0011100010                      		50		10
0000110010                      		50		10
1111111011                      		5		10
1010100001                      		5		10
0111101010                      		5		10
0110110011                      		5		10
1011101011                      		49		10
1001110101                      		49		10
1000111011                      		49		10
0111100000                      		49		10
0101111001                      		49		10
0011110110                      		49		10
0001111101                      		49		10
0000110110                      		49		10
1101001111                      		48		10
1000010101                      		48		10
0011011101                      		48		10
1111000010                      		47		10
1101001110                      		47		10
1010101010                      		47		10
1001000101                      		47		10
0011100111                      		47		10
1011011100                      		46		10
0100111111                      		46		10
1101011000                      		45		10
1000100100                      		45		10
1111101110                      		44		10
1100111000                      		44		10
1100110011                      		44		10
1100000110                      		44		10
1000001101                      		44		10
0001110001                      		44		10
1101101110                      		43		10
1011110111                      		43		10
1001101110                      		43		10
1000010010                      		43		10
0100000110                      		43		10
0000101000                      		43		10
0000000101                      		43		10
1111010001                      		42		10
1010010111                      		42		10
1010001001                      		42		10
1001001001                      		42		10
0101011111                      		42		10
1111110011                      		41		10
1111110001                      		41		10
1011111011                      		41		10
1000111000                      		41		10
0011000010                      		41		10
1110010110                      		40		10
1101000011                      		40		10
0111000111                      		40		10
0100100101                      		40		10
0100011110                      		40		10
1101011111                      		4		10
1101010001                      		4		10
1101001001                      		4		10
0101111010                      		4		10
1101101001                      		39		10
0010100001                      		39		10
0000010011                      		39		10
1001000001                      		38		10
0010111001                      		38		10
0010000000                      		38		10
0000001011                      		38		10
1111011100                      		37		10
1100110110                      		37		10
0111010000                      		35		10
0010101111                      		35		10
1101100011                      		34		10
1000110111                      		34		10
0010011000                      		34		10
0010000110                      		34		10
0001110111                      		34		10
0001000111                      		34		10
1000101101                      		33		10
1000000000                      		33		10
0101110000                      		33		10
1111010011                      		32		10
1100100111                      		32		10
1000111101                      		32		10
1000011101                      		32		10
1110001110                      		31		10
1011001100                      		31		10
1000000001                      		31		10
0010010110                      		31		10
0001000001                      		31		10
0101000000                      		30		10
0010010100                      		30		10
0001101111                      		30		10
1110100111                      		3		10
1100100101                      		3		10
1100001110                      		3		10
0101100110                      		3		10
0011111000                      		3		10
1010010110                      		29		10
1001111001                      		29		10
1001011110                      		29		10
1001000110                      		29		10
1000011110                      		29		10
0111010110                      		29		10
1100001001                      		28		10
0111011000                      		28		10
1010001111                      		27		10
1000100000                      		27		10
0011010101                      		27		10
1111100000                      		26		10
1010011101                      		26		10
1111101010                      		255		10
1100000001                      		255		10
1100100001                      		254		10
0110111011                      		254		10
0001011000                      		254		10
0011101111                      		253		10
0001000100                      		253		10
0000011010                      		253		10
0100111110                      		252		10
1111011010                      		251		10
1101001101                      		251		10
1100100000                      		251		10
0001011100                      		251		10
0000001110                      		251		10
1001010100                      		250		10
0101010000                      		250		10
0100110111                      		250		10
1110011001                      		25		10
1100011001                      		25		10
1100001011                      		25		10
1011111001                      		25		10
1001100100                      		25		10
0110111111                      		25		10
0010100101                      		25		10
1100100110                      		249		10
1001010011                      		249		10
0110101010                      		249		10
0001010101                      		249		10
1111110010                      		248		10
1110011100                      		248		10
0101000111                      		248		10
1111011110                      		247		10
1101011100                      		247		10
0110100101                      		247		10
0101000010                      		247		10
0010111000                      		247		10
0001010000                      		247		10
0100110000                      		246		10
1100010001                      		245		10
1011010110                      		245		10
1011010101                      		245		10
1011010100                      		245		10
1000001100                      		245		10
0101101101                      		245		10
0011000100                      		245		10
0010001101                      		245		10
1101011010                      		244		10
1011101100                      		244		10
0110010011                      		244		10
1111000001                      		243		10
1101010110                      		243		10
1011101110                      		243		10
1011101000                      		243		10
1010110010                      		243		10
1000011100                      		243		10
0100100001                      		243		10
0010111111                      		243		10
0010100100                      		243		10
0010011010                      		243		10
1101100001                      		242		10
0110110100                      		242		10
1101110010                      		241		10
0110011010                      		241		10
1110110010                      		24		10
1101111011                      		24		10
0101101011                      		24		10
1011010000                      		239		10
0100111000                      		239		10
0100110011                      		239		10
1111110100                      		238		10
0111000110                      		238		10
1101110011                      		237		10
1100010010                      		237		10
1011001000                      		237		10
0111110010                      		237		10
0010110000                      		237		10
0010001001                      		237		10
0000010010                      		237		10
1110111100                      		236		10
1100101101                      		236		10
1100011011                      		236		10
0010010101                      		236		10
0000001111                      		235		10
1111010010                      		234		10
0110110001                      		234		10
0001111011                      		234		10
1110000110                      		233		10
1011110101                      		233		10
1010110001                      		233		10
1001110000                      		233		10
0011010111                      		233		10
0001110110                      		233		10
1100111011                      		232		10
0101001010                      		232		10
0010000011                      		232		10
0111111111                      		231		10
0111010011                      		231		10
0100111011                      		231		10
0110000101                      		230		10
0000101100                      		230		10
1100010100                      		23		10
0100110001                      		23		10
0010001000                      		23		10
1111111101                      		229		10
1101000110                      		229		10
1010010101                      		229		10
0100010001                      		229		10
1001011100                      		228		10
